id,date,shelter_name,city,state,total_capacity,occupied_beds,available_beds,occupancy_rate,average_age,male_percentage,female_percentage,season,notes,day_of_week,month,is_holiday,temperature,rainfall_mm,area_population,staff_count,funding_level,food_availability_score,medical_facilities_available,children_count,senior_citizens_count,new_admissions,exits_today,emergency_cases,unemployment_rate,crime_rate,covid_cases_city,public_event_impact
894,07-09-2025,Umeed Ki Kiran,Bangalore,KA,108,82,26,75.9,50,52,48,Monsoon,High demand,Sunday,9,0,20.1,196.4,2073615,33,Medium,5,1,5,47,26,1,8,15.8,3.3,217,1
895,19-11-2024,Daya Sagar,Delhi,DL,213,143,70,67.1,56,49,51,Autumn,No issues reported,Tuesday,11,0,28.9,45.5,3060087,23,Medium,7,1,72,54,25,15,6,10.9,1.6,50,1
896,19-07-2025,Manav Seva Sangam,Kolkata,WB,288,223,65,77.4,44,45,55,Monsoon,Excellent condition,Saturday,7,0,33.3,262.8,4694081,7,Low,1,1,37,10,11,11,2,6.4,7.4,426,0
897,30-03-2025,Asha Deep Shelter,Ahmedabad,GJ,271,139,132,51.3,65,45,55,Summer,High demand,Sunday,3,0,30.4,161.7,191449,12,High,1,0,25,16,15,8,8,4.8,12.2,304,1
898,10-06-2024,Asha Deep Shelter,Mumbai,MH,71,58,13,81.7,59,60,40,Monsoon,Normal,Monday,6,0,19.7,84.7,2725032,12,High,1,1,50,54,11,2,1,8.5,11.8,408,1
899,11-11-2023,Sahara Vikas Kendra,Delhi,DL,136,104,32,76.5,63,46,54,Autumn,Excellent condition,Saturday,11,0,23.9,127.6,4540224,59,Medium,6,0,72,50,18,3,6,6.8,13.9,73,1
900,14-06-2025,Navjeevan Griha,Mumbai,MH,150,142,8,94.7,35,47,53,Monsoon,Excellent condition,Saturday,6,0,34.6,11.3,3068439,24,High,2,1,52,42,9,1,8,10.6,8.5,459,1
901,08-03-2024,Premalaya Home,Kolkata,WB,133,95,38,71.4,37,51,49,Summer,Normal,Friday,3,0,28.9,38.4,1678662,51,Medium,1,1,55,59,6,7,5,17.5,2.4,424,0
902,28-06-2024,Karuna Bhavan,Mumbai,MH,243,205,38,84.4,66,46,54,Monsoon,Needs maintenance,Friday,6,0,15.1,229.7,185370,8,Medium,6,1,58,7,11,9,9,11.6,9.2,198,1
903,07-04-2025,Manav Seva Sangam,Surat,GJ,234,165,69,70.5,59,54,46,Summer,High demand,Monday,4,0,34.0,0.0,906636,55,Medium,2,1,69,21,19,15,4,16.3,11.9,191,1
904,03-08-2024,Premalaya Home,Bangalore,KA,102,87,15,85.3,69,52,48,Monsoon,High demand,Saturday,8,0,15.9,125.0,3019791,25,High,6,0,77,3,4,10,6,12.8,2.3,188,1
905,25-03-2025,Asha Deep Shelter,Jaipur,RJ,64,35,29,54.7,41,43,57,Summer,High demand,Tuesday,3,0,33.6,156.8,4082516,7,Medium,8,1,57,10,15,17,5,10.1,3.4,11,0
906,27-11-2023,Umeed Ki Kiran,Surat,GJ,147,128,19,87.1,48,59,41,Autumn,New admissions pending,Monday,11,0,20.1,16.4,4692681,49,Medium,2,0,12,7,8,13,4,15.8,1.2,238,1
907,02-12-2024,Karuna Bhavan,Hyderabad,TS,131,94,37,71.8,64,43,57,Winter,Needs maintenance,Monday,12,0,39.0,291.9,2994236,12,Low,9,1,42,8,6,7,1,10.1,9.3,359,0
908,24-11-2024,Sahara Vikas Kendra,Hyderabad,TS,149,129,20,86.6,28,47,53,Autumn,New admissions pending,Sunday,11,0,24.2,67.8,4736134,27,Medium,8,1,75,25,19,14,7,16.0,13.4,80,0
909,29-04-2024,Karuna Bhavan,Jaipur,RJ,61,39,22,63.9,50,60,40,Summer,No issues reported,Monday,4,0,23.2,91.3,966004,20,Medium,1,1,50,1,21,16,6,7.4,10.4,452,1
910,15-10-2023,Apna Ghar Ashram,Mumbai,MH,63,42,21,66.7,66,55,45,Autumn,High demand,Sunday,10,0,18.7,91.2,1643786,17,Low,7,0,18,15,25,17,5,4.9,14.7,382,1
911,08-06-2024,Jeevan Jyoti Shelter,Ahmedabad,GJ,63,58,5,92.1,40,49,51,Monsoon,Normal,Saturday,6,0,22.6,69.1,477244,7,Low,6,1,20,30,13,5,4,15.8,1.9,269,0
912,03-07-2024,Jeevan Jyoti Shelter,Mumbai,MH,272,267,5,98.2,49,48,52,Monsoon,Needs maintenance,Wednesday,7,0,36.9,0.4,4748981,52,High,6,1,23,5,10,13,4,11.8,13.6,289,0
913,12-06-2024,Apna Ghar Ashram,Jaipur,RJ,138,112,26,81.2,65,41,59,Monsoon,High demand,Wednesday,6,0,39.9,218.8,3605912,13,Medium,6,1,25,52,6,2,8,16.3,12.4,47,0
914,10-10-2024,Asha Deep Shelter,Mumbai,MH,227,187,40,82.4,44,58,42,Autumn,Normal,Thursday,10,0,24.2,290.1,4763199,18,High,6,1,44,20,28,6,0,17.1,5.4,316,0
915,26-06-2024,Manav Seva Sangam,Jaipur,RJ,59,52,7,88.1,28,45,55,Monsoon,High demand,Wednesday,6,0,26.2,67.3,1325393,17,High,7,1,27,25,9,14,8,3.8,14.6,208,1
916,17-08-2024,Navjeevan Griha,Hyderabad,TS,230,185,45,80.4,20,60,40,Monsoon,High demand,Saturday,8,0,33.1,198.9,2564368,57,Low,3,0,28,58,28,15,5,10.5,5.0,34,0
917,05-05-2024,Daya Sagar,Hyderabad,TS,213,115,98,54.0,18,46,54,Summer,Normal,Sunday,5,0,37.2,222.6,2139319,11,High,6,0,16,18,8,15,3,8.6,13.5,118,1
918,23-11-2023,Navjeevan Griha,Pune,MH,263,210,53,79.8,28,42,58,Autumn,Excellent condition,Thursday,11,1,29.8,254.5,2259821,19,Medium,3,1,67,27,3,7,9,12.4,13.3,64,1
919,26-02-2025,Umeed Ki Kiran,Chennai,TN,105,71,34,67.6,53,53,47,Winter,High demand,Wednesday,2,0,24.8,126.8,842330,11,Low,7,1,43,7,15,6,6,14.9,11.6,314,0
920,05-01-2025,Sahara Vikas Kendra,Ahmedabad,GJ,107,73,34,68.2,60,52,48,Winter,Excellent condition,Sunday,1,0,25.3,90.9,4524843,42,Medium,7,0,60,13,9,5,8,7.2,8.9,241,1
921,19-04-2024,Premalaya Home,Surat,GJ,180,116,64,64.4,51,54,46,Summer,New admissions pending,Friday,4,0,32.4,97.6,1792955,38,Medium,8,1,67,23,18,1,4,11.4,2.7,497,0
922,21-03-2025,Sahara Vikas Kendra,Chennai,TN,173,92,81,53.2,29,50,50,Summer,High demand,Friday,3,0,15.1,213.8,316150,45,Low,2,0,73,47,23,12,4,13.6,8.4,35,0
923,12-08-2024,Navjeevan Griha,Mumbai,MH,250,246,4,98.4,23,41,59,Monsoon,No issues reported,Monday,8,0,30.5,245.0,2836905,26,Medium,9,1,24,43,16,11,7,5.0,6.0,462,0
924,23-06-2024,Premalaya Home,Chennai,TN,106,87,19,82.1,55,46,54,Monsoon,High demand,Sunday,6,0,23.9,54.5,1895964,28,Low,5,1,66,36,8,14,6,15.2,12.1,251,1
925,19-11-2024,Sahara Vikas Kendra,Jaipur,RJ,137,89,48,65.0,36,47,53,Autumn,Normal,Tuesday,11,0,34.9,111.3,539415,53,Medium,9,0,1,55,12,8,7,12.1,11.6,402,1
926,29-07-2024,Daya Sagar,Jaipur,RJ,87,83,4,95.4,31,42,58,Monsoon,Needs maintenance,Monday,7,0,17.3,270.6,3094287,41,Low,5,1,48,25,0,1,9,17.2,13.7,242,0
927,10-04-2024,Asha Deep Shelter,Delhi,DL,204,130,74,63.7,36,59,41,Summer,Excellent condition,Wednesday,4,0,29.7,242.0,3553548,48,High,7,0,69,30,1,16,1,8.1,1.2,41,1
928,28-07-2025,Daya Sagar,Jaipur,RJ,280,212,68,75.7,44,42,58,Monsoon,No issues reported,Monday,7,0,27.0,295.5,696012,5,Medium,9,0,25,55,12,4,8,4.6,12.3,68,1
929,23-11-2023,Jeevan Jyoti Shelter,Jaipur,RJ,241,191,50,79.3,64,57,43,Autumn,No issues reported,Thursday,11,0,31.1,226.3,1685765,14,Low,4,0,71,50,23,10,2,10.6,14.1,402,1
930,30-01-2024,Apna Ghar Ashram,Hyderabad,TS,202,170,32,84.2,18,41,59,Winter,Excellent condition,Tuesday,1,0,16.6,118.0,4969161,47,Medium,2,1,26,31,8,18,5,4.3,12.1,106,1
931,22-12-2023,Daya Sagar,Surat,GJ,261,224,37,85.8,61,54,46,Winter,New admissions pending,Friday,12,0,29.5,177.2,2635181,20,Medium,9,0,17,49,6,6,5,17.5,2.8,38,1
932,08-11-2023,Asha Deep Shelter,Ahmedabad,GJ,270,190,80,70.4,28,43,57,Autumn,New admissions pending,Wednesday,11,0,29.0,198.3,2319798,50,Medium,2,0,53,40,15,1,1,3.6,2.1,68,0
933,24-05-2024,Apna Ghar Ashram,Delhi,DL,281,218,63,77.6,60,49,51,Summer,New admissions pending,Friday,5,1,29.0,23.5,4231726,12,Low,3,1,0,1,18,15,6,14.3,1.3,179,1
934,17-09-2024,Sahara Vikas Kendra,Bangalore,KA,171,135,36,78.9,66,60,40,Monsoon,No issues reported,Tuesday,9,0,30.1,163.3,3489289,53,High,2,1,60,24,6,11,8,10.9,9.8,11,1
935,17-08-2025,Sahara Vikas Kendra,Bangalore,KA,161,143,18,88.8,45,60,40,Monsoon,Normal,Sunday,8,0,31.9,212.8,2055534,29,High,3,1,2,51,5,14,9,8.5,9.8,338,0
936,14-09-2025,Apna Ghar Ashram,Delhi,DL,199,178,21,89.4,22,50,50,Monsoon,No issues reported,Sunday,9,0,35.1,50.2,182659,54,High,6,1,67,43,17,0,0,4.0,14.8,430,1
937,22-08-2024,Manav Seva Sangam,Hyderabad,TS,146,137,9,93.8,34,57,43,Monsoon,Needs maintenance,Thursday,8,0,21.7,234.2,2648475,16,Low,3,1,40,1,18,12,7,12.3,6.6,203,1
938,04-12-2023,Manav Seva Sangam,Pune,MH,143,127,16,88.8,28,52,48,Winter,New admissions pending,Monday,12,1,35.6,175.1,689872,29,High,8,1,36,41,10,5,1,11.8,5.6,35,1
939,18-02-2025,Jeevan Jyoti Shelter,Mumbai,MH,74,52,22,70.3,24,49,51,Winter,Excellent condition,Tuesday,2,0,27.5,285.7,3905798,21,Low,6,0,50,0,28,12,0,7.2,9.7,125,0
940,29-06-2024,Daya Sagar,Jaipur,RJ,272,249,23,91.5,57,49,51,Monsoon,New admissions pending,Saturday,6,0,16.9,12.7,4991412,30,Medium,7,1,14,35,11,17,7,16.7,12.6,62,1
941,08-11-2023,Sahara Vikas Kendra,Delhi,DL,137,123,14,89.8,46,40,60,Autumn,New admissions pending,Wednesday,11,0,16.5,79.6,3009470,50,Medium,1,0,7,56,28,2,1,7.6,14.1,331,1
942,06-10-2024,Umeed Ki Kiran,Mumbai,MH,145,93,52,64.1,55,54,46,Autumn,No issues reported,Sunday,10,0,23.4,180.5,986320,52,High,3,1,37,11,25,0,5,9.7,12.2,81,0
943,30-01-2024,Umeed Ki Kiran,Kolkata,WB,294,277,17,94.2,51,55,45,Winter,No issues reported,Tuesday,1,0,34.6,89.0,3936912,18,Low,3,0,55,8,9,14,5,11.2,7.0,496,0
944,07-03-2024,Karuna Bhavan,Chennai,TN,126,97,29,77.0,29,54,46,Summer,Excellent condition,Thursday,3,0,32.7,214.3,4511902,45,Medium,2,0,46,35,12,12,4,4.5,9.9,306,1
945,29-08-2025,Premalaya Home,Kolkata,WB,227,183,44,80.6,21,45,55,Monsoon,No issues reported,Friday,8,0,34.7,227.7,1697824,40,Low,7,1,9,40,11,4,7,17.0,13.0,495,0
946,27-08-2025,Karuna Bhavan,Chennai,TN,200,187,13,93.5,54,55,45,Monsoon,Needs maintenance,Wednesday,8,0,27.9,30.8,1200997,27,Low,9,1,77,27,20,12,2,8.6,7.9,298,0
947,18-05-2025,Manav Seva Sangam,Mumbai,MH,162,121,41,74.7,24,53,47,Summer,Excellent condition,Sunday,5,0,26.0,154.2,3433973,47,Medium,4,0,48,37,9,4,9,4.2,4.0,33,0
948,31-01-2024,Jeevan Jyoti Shelter,Pune,MH,88,68,20,77.3,31,50,50,Winter,New admissions pending,Wednesday,1,1,18.7,152.7,4175903,10,Low,5,1,40,32,19,18,3,8.8,3.4,239,1
949,25-07-2025,Manav Seva Sangam,Hyderabad,TS,180,147,33,81.7,50,57,43,Monsoon,No issues reported,Friday,7,0,23.2,110.8,482829,51,Medium,3,1,29,41,17,17,6,12.0,1.0,96,1
950,17-01-2024,Navjeevan Griha,Ahmedabad,GJ,283,229,54,80.9,55,42,58,Winter,Excellent condition,Wednesday,1,0,25.9,279.9,4461054,9,Medium,9,0,4,45,3,9,6,10.7,11.1,48,0
951,15-06-2024,Daya Sagar,Hyderabad,TS,171,156,15,91.2,37,42,58,Monsoon,Excellent condition,Saturday,6,0,17.2,248.3,4364896,47,Medium,4,0,70,21,27,7,7,13.4,2.6,145,0
952,04-08-2024,Umeed Ki Kiran,Delhi,DL,203,197,6,97.0,64,47,53,Monsoon,No issues reported,Sunday,8,0,20.5,209.2,284000,29,Low,5,0,30,24,23,14,1,3.8,4.4,124,0
953,01-04-2024,Manav Seva Sangam,Ahmedabad,GJ,178,135,43,75.8,55,54,46,Summer,High demand,Monday,4,0,30.0,214.3,2927429,22,Medium,1,1,51,17,4,19,1,7.3,5.2,188,0
954,09-06-2024,Premalaya Home,Kolkata,WB,193,142,51,73.6,59,53,47,Monsoon,Needs maintenance,Sunday,6,1,33.4,138.5,372137,17,Low,2,1,22,5,4,3,3,15.3,8.8,56,1
955,25-09-2024,Navjeevan Griha,Bangalore,KA,259,218,41,84.2,58,45,55,Monsoon,High demand,Wednesday,9,0,40.0,276.3,3073504,47,Medium,9,1,47,17,28,1,9,4.2,6.6,348,0
956,03-12-2024,Asha Deep Shelter,Jaipur,RJ,203,176,27,86.7,56,51,49,Winter,No issues reported,Tuesday,12,0,38.3,208.4,2655221,18,Medium,2,1,39,51,27,5,8,15.8,10.4,108,1
957,11-01-2024,Sahara Vikas Kendra,Chennai,TN,252,200,52,79.4,38,55,45,Winter,Needs maintenance,Thursday,1,0,31.1,218.7,3970367,32,High,5,0,5,15,11,2,9,4.4,1.8,4,0
958,01-11-2024,Jeevan Jyoti Shelter,Delhi,DL,171,122,49,71.3,43,58,42,Autumn,Normal,Friday,11,0,25.5,258.5,3413244,22,High,8,1,37,14,25,6,8,15.5,2.7,472,1
959,19-04-2025,Apna Ghar Ashram,Chennai,TN,86,65,21,75.6,61,40,60,Summer,Normal,Saturday,4,0,30.9,82.2,4623957,32,High,3,0,40,47,2,9,3,8.4,8.0,23,1
960,08-12-2023,Daya Sagar,Kolkata,WB,118,78,40,66.1,38,46,54,Winter,High demand,Friday,12,0,34.6,242.1,2350269,55,Low,6,1,26,7,28,5,8,12.2,5.7,220,0
961,17-04-2025,Premalaya Home,Bangalore,KA,219,126,93,57.5,50,49,51,Summer,No issues reported,Thursday,4,0,18.0,58.6,4481373,31,Low,4,1,74,12,7,15,2,5.3,5.1,447,1
962,31-08-2024,Manav Seva Sangam,Mumbai,MH,167,128,39,76.6,42,57,43,Monsoon,Excellent condition,Saturday,8,0,25.2,103.6,616510,36,Medium,7,0,68,54,21,1,4,4.0,1.9,314,1
963,10-01-2025,Karuna Bhavan,Bangalore,KA,254,223,31,87.8,58,57,43,Winter,New admissions pending,Friday,1,0,36.0,100.7,4031383,51,Medium,3,1,56,42,1,16,9,6.2,13.5,293,1
964,09-09-2024,Apna Ghar Ashram,Hyderabad,TS,227,180,47,79.3,22,49,51,Monsoon,Normal,Monday,9,0,24.6,293.6,1340894,13,Medium,6,1,16,59,17,12,8,4.9,10.7,416,0
965,16-03-2025,Jeevan Jyoti Shelter,Hyderabad,TS,240,171,69,71.2,53,54,46,Summer,New admissions pending,Sunday,3,0,29.3,257.0,758092,44,Medium,9,0,70,56,8,0,5,7.7,2.7,9,1
966,13-11-2023,Apna Ghar Ashram,Jaipur,RJ,234,151,83,64.5,37,51,49,Autumn,Normal,Monday,11,0,29.7,210.4,1147996,36,Low,1,1,46,6,12,5,2,10.7,1.9,164,1
967,12-04-2024,Apna Ghar Ashram,Mumbai,MH,244,149,95,61.1,64,47,53,Summer,Normal,Friday,4,0,19.6,218.1,649792,24,Medium,3,0,78,16,6,4,9,11.8,14.6,480,0
968,09-02-2025,Umeed Ki Kiran,Hyderabad,TS,78,57,21,73.1,26,40,60,Winter,New admissions pending,Sunday,2,0,24.1,168.6,1625326,32,Medium,2,0,12,49,9,12,8,14.8,10.5,214,0
969,11-07-2024,Umeed Ki Kiran,Pune,MH,219,206,13,94.1,48,43,57,Monsoon,High demand,Thursday,7,0,23.4,284.1,2418756,37,High,8,0,10,31,8,17,5,12.8,6.8,125,1
970,13-06-2025,Manav Seva Sangam,Kolkata,WB,77,72,5,93.5,34,48,52,Monsoon,No issues reported,Friday,6,0,15.7,148.9,4867911,8,Medium,7,0,23,21,29,11,3,12.1,10.8,266,1
971,17-11-2024,Umeed Ki Kiran,Hyderabad,TS,115,78,37,67.8,62,45,55,Autumn,New admissions pending,Sunday,11,0,15.6,114.2,3976690,50,Medium,2,1,72,54,21,6,3,9.2,11.6,279,0
972,24-02-2024,Manav Seva Sangam,Delhi,DL,105,90,15,85.7,35,49,51,Winter,Normal,Saturday,2,1,35.8,48.9,4908939,38,Medium,6,1,3,50,14,14,7,10.1,11.9,87,0
973,07-08-2025,Karuna Bhavan,Ahmedabad,GJ,199,193,6,97.0,39,57,43,Monsoon,Needs maintenance,Thursday,8,0,21.8,235.9,718629,52,Low,3,1,45,56,4,2,6,9.2,7.7,454,1
974,26-01-2025,Apna Ghar Ashram,Mumbai,MH,152,142,10,93.4,34,41,59,Winter,Needs maintenance,Sunday,1,0,28.0,220.3,1752457,7,High,8,0,17,12,11,15,0,15.6,7.0,113,1
975,06-02-2025,Navjeevan Griha,Pune,MH,68,50,18,73.5,27,57,43,Winter,Excellent condition,Thursday,2,0,22.5,115.3,1221248,30,Medium,3,1,42,46,0,0,5,6.5,1.2,20,0
976,23-04-2024,Umeed Ki Kiran,Bangalore,KA,139,72,67,51.8,68,52,48,Summer,No issues reported,Tuesday,4,0,38.5,7.6,3654886,12,Medium,9,1,79,22,11,15,7,3.1,14.0,147,0
977,31-05-2025,Apna Ghar Ashram,Mumbai,MH,78,59,19,75.6,60,51,49,Summer,High demand,Saturday,5,0,21.5,251.7,1433640,10,High,1,1,32,53,21,11,2,12.8,9.4,244,1
978,15-02-2024,Manav Seva Sangam,Ahmedabad,GJ,295,226,69,76.6,20,45,55,Winter,Needs maintenance,Thursday,2,0,25.7,3.4,563953,20,Medium,5,1,9,28,5,18,8,6.0,3.8,265,1
979,07-03-2025,Apna Ghar Ashram,Jaipur,RJ,107,63,44,58.9,45,58,42,Summer,No issues reported,Friday,3,0,36.8,211.1,4288340,28,Low,3,0,72,21,18,7,9,16.4,13.9,216,0
980,26-02-2024,Apna Ghar Ashram,Delhi,DL,262,203,59,77.5,37,52,48,Winter,No issues reported,Monday,2,0,36.0,291.1,4613653,52,Medium,6,0,58,0,18,11,1,15.9,13.8,430,1
981,14-02-2024,Asha Deep Shelter,Chennai,TN,92,68,24,73.9,29,44,56,Winter,No issues reported,Wednesday,2,0,19.7,131.3,735503,43,Low,2,1,30,28,15,14,5,4.2,14.8,483,1
982,16-01-2025,Jeevan Jyoti Shelter,Mumbai,MH,284,190,94,66.9,55,60,40,Winter,No issues reported,Thursday,1,0,35.1,70.5,472641,34,Low,9,0,27,47,18,1,0,4.6,13.2,239,1
983,04-05-2024,Umeed Ki Kiran,Delhi,DL,262,166,96,63.4,47,45,55,Summer,New admissions pending,Saturday,5,0,26.5,211.5,1973217,49,Medium,6,1,59,4,2,16,1,10.4,15.0,430,1
984,01-05-2024,Sahara Vikas Kendra,Bangalore,KA,93,72,21,77.4,18,48,52,Summer,High demand,Wednesday,5,0,27.1,245.1,387283,17,High,7,1,2,57,22,6,4,12.1,4.4,398,0
985,10-06-2025,Manav Seva Sangam,Delhi,DL,138,120,18,87.0,44,43,57,Monsoon,High demand,Tuesday,6,0,18.3,163.9,1628232,9,Low,5,1,54,34,9,12,0,7.1,12.8,427,0
986,03-12-2024,Daya Sagar,Pune,MH,61,45,16,73.8,36,60,40,Winter,Needs maintenance,Tuesday,12,0,17.0,290.1,4827421,29,High,9,0,13,54,26,0,7,13.8,12.5,231,1
987,29-05-2024,Premalaya Home,Delhi,DL,154,83,71,53.9,24,45,55,Summer,New admissions pending,Wednesday,5,0,33.2,15.5,441180,24,Medium,1,1,57,9,17,5,0,11.9,4.2,231,1
988,16-04-2024,Asha Deep Shelter,Bangalore,KA,73,55,18,75.3,59,58,42,Summer,Excellent condition,Tuesday,4,0,27.4,151.4,3749243,58,Low,5,0,14,18,25,12,8,7.9,2.4,241,1
989,08-02-2025,Premalaya Home,Kolkata,WB,92,66,26,71.7,38,55,45,Winter,New admissions pending,Saturday,2,0,25.9,215.5,4878022,22,Medium,6,0,1,36,12,10,9,3.4,14.7,189,1
990,20-11-2024,Jeevan Jyoti Shelter,Bangalore,KA,230,169,61,73.5,32,40,60,Autumn,High demand,Wednesday,11,0,33.2,258.8,2547934,51,High,7,1,23,6,25,9,2,14.3,5.1,389,0
991,17-08-2024,Apna Ghar Ashram,Ahmedabad,GJ,226,203,23,89.8,60,40,60,Monsoon,Needs maintenance,Saturday,8,0,34.1,53.8,628110,22,Medium,4,0,77,45,17,15,1,6.2,13.2,228,1
992,21-07-2024,Karuna Bhavan,Delhi,DL,196,186,10,94.9,55,42,58,Monsoon,No issues reported,Sunday,7,0,19.0,240.0,4268346,6,Medium,1,0,63,34,2,19,0,15.5,1.1,65,1
993,15-06-2025,Umeed Ki Kiran,Bangalore,KA,92,65,27,70.7,50,50,50,Monsoon,Normal,Sunday,6,0,30.3,165.8,4652606,14,Low,8,1,70,44,25,16,8,9.3,1.3,459,0
994,11-02-2024,Premalaya Home,Pune,MH,292,195,97,66.8,22,44,56,Winter,Needs maintenance,Sunday,2,0,18.4,119.0,2760864,59,Medium,4,0,23,12,27,16,3,11.7,7.5,377,0
995,14-04-2025,Apna Ghar Ashram,Bangalore,KA,119,85,34,71.4,22,58,42,Summer,High demand,Monday,4,0,33.8,39.5,4991714,49,Medium,3,0,26,9,22,3,0,16.1,4.3,387,1
996,23-01-2024,Sahara Vikas Kendra,Mumbai,MH,272,252,20,92.6,27,58,42,Winter,Normal,Tuesday,1,0,31.4,259.6,4393699,54,Medium,7,1,36,1,2,4,0,16.0,10.7,278,0
997,16-12-2023,Asha Deep Shelter,Surat,GJ,232,185,47,79.7,66,43,57,Winter,High demand,Saturday,12,1,38.9,47.2,3760879,51,Low,2,1,38,5,22,13,6,8.6,8.9,268,0
998,03-08-2024,Navjeevan Griha,Hyderabad,TS,68,63,5,92.6,63,57,43,Monsoon,Needs maintenance,Saturday,8,0,16.7,92.9,3185609,16,High,8,0,62,7,24,19,1,6.1,2.1,208,1
999,04-11-2023,Apna Ghar Ashram,Delhi,DL,137,102,35,74.5,30,42,58,Autumn,Needs maintenance,Saturday,11,1,16.4,87.0,985783,51,High,6,1,78,35,26,9,6,14.6,3.3,414,1
1000,07-09-2025,Asha Deep Shelter,Kolkata,WB,98,90,8,91.8,32,55,45,Monsoon,No issues reported,Sunday,9,0,22.1,261.4,2209932,17,Medium,7,1,25,24,25,13,6,9.5,6.4,15,0
